city,url,text,image
johannesburg,https://www.lonelyplanet.com/south-africa/gauteng/johannesburg," Commonly known as Jo’burg or Jozi, this rapidly changing city is the vibrant heart of South Africa. After almost 20 years of decline and decay, Johannesburg is now looking optimistically towards the future. Its centre is smartening up and new loft apartments and office developments are being constructed at a rapid pace. The hipster-friendly neighbourhood of Maboneng is considered one of the most successful urban-renewal projects in the world. However, the wealth divide remains stark, and crime and poverty haven't been eliminated.",https://lp-cms-production.imgix.net/2019-06/104530129.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
quebec-city,https://www.lonelyplanet.com/canada/quebec-city," With a cliff-top position above the St Lawrence River and captivatingly picturesque old streets, North America’s oldest French-speaking city is a gorgeous, seductive place. Québec City's dramatic setting does enhance its appeal, with picture-postcard views of the St Lawrence River (and even the Laurentians on a clear day) unfolding from the Terrasse Dufferin boardwalk high above. But its beauty is not all God-given; humankind has played a role in shaping this pretty face too. Just walking down the street here is an aesthetic treat. The city’s historic core is unlike anyplace else in North America, with hundreds of gorgeous mansard-roofed old stone buildings clustered inside a perfect frame of crenelated town walls. Québec City is one of North America’s oldest and most magnificent settlements. Its picturesque Old Town is a Unesco World Heritage site, a living museum of narrow cobblestone streets, 17th- and 18th-century houses and soaring church spires, with the splendid Château Frontenac hotel and city icon towering above it all. Even with a T-shirt shop on half the corners, there's more than a glimmer of Old Europe in its classic bistros, sidewalk cafes and manicured squares. History buffs will especially love Québec’s 19th-century hilltop Citadelle and two museums offering graphic representations of the battles between France and Britain for control of the city. Québec City has something else: the heart and soul of the province, the fiercest of grips on French-Canadian identity and the French language. It is something people here have fought and died for and something they treasure deep. Québécois grow up studying English, but because the anglophone minority here is so tiny – just 1.5% of the population speak English as their mother tongue – they rarely use it outside the major tourist areas. Most city residents are fully bilingual, but if you stray into the surrounding countryside, you’ll quickly find that French is the province’s official language. Québec City offers a fabulous dining scene and, thanks to the agricultural abundance of nearby Île d’Orléans and Côte de Beaupré, it is a locavore cuisine. The provincial capital goes to great lengths to entertain visitors. All summer long, musicians, acrobats and actors in period costume take to the streets, while fantastic festivals fill the air with fireworks and song. In the coldest months of January and February, Québec’s Winter Carnival is arguably the biggest and most colorful winter festival around. Fall and spring bring beautiful foliage, thinner crowds and dramatically reduced prices.",https://lp-cms-production.imgix.net/2019-06/GettyImages-481031831_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
quito,https://www.lonelyplanet.com/ecuador/quito," A capital city high in the Andes, Quito is dramatically situated, squeezed between mountain peaks whose greenery is concealed by the afternoon mist. Modern apartment buildings and modest concrete homes creep partway up the slopes, and busy commercial thoroughfares lined with shops and choked with traffic turn into peaceful neighborhoods on Sundays. Warm and relaxed, traditional Ecuadorian Sierra culture – overflowing market stands, shamanistic healers, fourth-generation hatmakers – mixes with a vibrant and sophisticated culinary and nightlife scene.",https://lp-cms-production.imgix.net/2019-06/77186995.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
honolulu-and-waikiki,https://www.lonelyplanet.com/usa/honolulu-and-waikiki," Here in Honolulu, away from the crowded haunts of Waikiki, you get to shake hands with the real Hawaii. A boisterous Polynesian capital, Honolulu delivers an island-style mixed plate of experiences.",https://lp-cms-production.imgix.net/2019-06/7c85cf02b818fbd0aa683ce6138c373b-honolulu.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
bogota,https://www.lonelyplanet.com/colombia/bogota," Bogotá is Colombia's beating heart, an engaging and vibrant capital cradled by chilly Andean peaks and steeped in sophisticated urban cool. The city's cultural epicenter is La Candelaria, the cobbled historic downtown to which most travelers gravitate. Here, a potpourri of carefully preserved colonial buildings is home to museums, restaurants, hotels and bars, peppered amid 300-year-old houses, churches and convents. Nearly all of Bogotá's traditional attractions are here, radiating from Plaza de Bolívar, and gorgeous Cerro de Monserrate is just east.",https://lp-cms-production.imgix.net/2019-06/iStock_000016650330_Medium.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
jakarta,https://www.lonelyplanet.com/indonesia/jakarta," One of the world’s greatest megalopolises, Jakarta is a dynamic and vibrant city. Its chaotic charm and juxtapositions can be found on every street. An organism unto itself, Jakarta is a town in the midst of a very public metamorphosis and, despite the maddening traffic, life here is lived at speed, driven by an industriousness and optimism that's palpable. With this fast developing pace come challenges. It's no oil painting, yet beneath the new high-rises, relentless concrete, gridlocked streets, smattering of slums and a persistent blanket of smog, Jakarta has plenty of pleasant surprises, including a world-class food and coffee scene. Its citizens – even the poorest among them – remain good-natured and positive, and compared to many world capitals, crime levels are low. From the steamy, potent streets of Chinatown and Glodok to Kota’s vestiges of a colonial past, the old city is the prequel to Jakarta's development. The newer Merdeka Square is where Indonesia presents the face it wants the world to see: bold and confident. Further south, luxurious mega-developments are plopped next to humble neighbourhoods, with pockets of emerging art scenes and bohemian coffee shops. Across the city it’s possible to rub shoulders with Indonesia’s future leaders and thinkers in sleek restaurants and roof-top bars. Hedonists can go clubbing and drinking 'till dawn, much to the dismay of the current administration. In Jakarta, you can find all of Indonesia. It’s not just that people pour in from all corners looking for a better life (as they’ve done for centuries), it’s that they bring along their wonderful melange of cultures, beliefs and desires from the nation’s 17,000 islands. Walk down an alley with food stalls and you’ll find a huge diversity of flavours, while the glitzy malls and hotels offer fine dining from around the archipelago and the world. Meanwhile, goods come in from all over and are sold at shops and on street corners around the clock. Jakarta is where Indonesia puts on its best face. It has the country’s top museums, the greatest diversity of restaurants and public spaces in countless shopping malls that rival anything in Singapore or Bangkok. You can stroll the grand boulevard of Jl Thamrin when it's closed to vehicles on Sunday mornings and marvel at all that’s been built. Although religious pressure has slightly dimmed Jakarta’s reputation as a place to party beyond bounds, it is still a city where people can enjoy long nights in lounges and clubs or linger with gatherings of friends.",https://lp-cms-production.imgix.net/2019-06/76093313.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
tel-aviv,https://www.lonelyplanet.com/israel-and-the-palestinian-territories/mediterranean-coast/tel-aviv," Tel Aviv (meaning 'Hill of Spring' in Hebrew) has an air of perpetual renewal: flowers bloom, new restaurants open and there's always a party somewhere. When it comes to the world's best beach destinations, Tel Aviv remains largely unsung – but its strip of shimmering seashore, stretching 14km along the Mediterranean coast, is this city's crowning glory. From the celeb-laden sands of Metzitzim Beach in the north, down to the no-frills chill of Alma Beach bordering Jaffa in the south, a diverse set of Tel Avivian sun-chasers congregate daily for luminous sunsets that teeter close to holy. And for this primarily secular subset of the country's residents, witnessing such a sight may just be the closest thing known to worship. Hedonism is the main religion in this hip, bustling Mediterranean 'Manhattan' – there's no shortage of options for finding a party fit to your tastes. Usher in the night at a beachfront watering hole, sip wine with sophisticated city slickers at swanky lounges, or chill with a hand-crafted creation at a themed cocktail bar – and that's all before dinner. This city runs on little sleep, with an after-dark culture centred on jovial rooftop rounds, live music at neighbourhood dives and international DJs spinning bumping beats at underground clubs. A few days here is fun, but a week can be a revelation. Modern, vibrant and cosmopolitan, Tel Aviv is characterised by an enterprising creative landscape. From the world-class Tel Aviv Museum of Art, which houses works by international greats, to the secluded street art alleys and avant-garde galleries scattered around bohemian Florentin, inspiration comes in myriad mediums. And it doesn't end with the visual arts – there's plenty of performance, too. Enjoy the rich theatre scene, live music ranging from beachside buskers to big name international acts, and plenty of classical music, opera and ballet for high culture cats. Tel Aviv's 'White City' – the central area of town that saw rapid development by German-Jewish architects who fled Nazi persecution in the 1930s – is home to more buildings in the Bauhaus architecture style than any city in the world. Preservation of more than 1000 of the original 4000 structures earned the area an Unesco World Heritage Site designation in 2003. Despite many of the beloved buildings falling into a state of disrepair throughout the years, their style has become emblematic of Tel Aviv and efforts to restore them to their former glory carry on today.",https://lp-cms-production.imgix.net/2019-06/8ec64b64e1d0805b1101f6c70c7f5b31-tel-aviv.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
adelaide,https://www.lonelyplanet.com/australia/south-australia/adelaide," Sophisticated, cultured, neat-casual − the self-image Adelaide projects is a nod to the days of free colonisation. Adelaidians may remind you of their convict-free status – and of the Kaurna Aboriginal heritage of this land – but the stuffy, affluent origins of the 'City of Churches' did more to inhibit development than promote it.",https://lp-cms-production.imgix.net/2019-06/19283719.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
san-jose,https://www.lonelyplanet.com/costa-rica/san-jose," Chances are San José wasn't the top destination on your list when you started planning your Costa Rica trip, but give this city a chance and you might be pleasantly surprised. It's true that Chepe – as San José is affectionately known – doesn't make a great first impression, with its unremarkable concrete structures and honking traffic, but it's well worth digging deeper to discover the city's charms.",https://lp-cms-production.imgix.net/2019-06/shutterstock_258842372.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
oslo,https://www.lonelyplanet.com/norway/oslo," Surrounded by mountains and sea, this compact, cultured and fun city has a palpable sense of reinvention. Come to Oslo to pay homage to Edvard Munch and Henrik Ibsen, the city’s two most famous sons, by all means. But don’t leave without discovering something of its contemporary cultural life too. Explore one of its many museums, get to know its booming contemporary-art scene at one of its commercial galleries or just marvel at the work of its starchitects. You can also walk the neighbourhoods that may already be familiar via the works of Karl Ove Knausgård, whose autobiographical novel series Min Kamp are set here, along with the mean streets of Norwegian-noir crime writers Jo Nesbø and Anne Holt. Oslo's skyline might be crowded by cranes but this rapidly growing urban metropolis is also one of the world’s most overwhelmingly green cities. It has earned the honour of being named European Green Capital for 2019, via one of the lowest carbon footprints in the world, excellent and well-patronised public transport, and a real commitment to sustainable food production and green space. The city is blessed with a large number of bucolic parks, and the Oslofjord’s waterways and islands are just minutes away from the centre, as are the ski slopes and forests of Nordmarka. Once known only for hot dogs and high prices, Oslo’s culinary scene is currently enjoying a Neo Nordic moment in the sun, and has become a culinary destination in its own right. This delicious change takes in everything from the most northern three-Michelin-starred restaurant in the world (Maaemo) to its deservedly hyped neighbourhood coffee scene and fabulous fusion cuisine, to the celebration of traditional favourites such as peel-and-eat shrimp, and, yes, even polse (hot dogs). The city also has a penchant for sushi and pizza, both of which can now compete on the world stage. Has Oslo become Scandinavia's late-night party hot spot? Wander Møllegata on a Wednesday and you might be convinced it is. Whether it's working your way through a list of the latest natural wine from Burgenland or Sicily, getting your hands in the air with local DJ acts or an international indie band, drinking a local beer or sipping cocktails made from foraged spruce or Arctic seaweed, you'll notice that, with a grungier, wilder, realer edge than Copenhagen or Stockholm, this is certainly a city that knows how to have fun.",https://lp-cms-production.imgix.net/2019-06/iStock_000057564776Large.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
glasgow,https://www.lonelyplanet.com/scotland/glasgow," Disarmingly blending sophistication and earthiness, Scotland's biggest city has evolved over the last couple of decades to become one of Britain's most intriguing metropolises. Glasgow's principal architectural legacy is its impressive assemblage of stately Victorian mansions and public buildings, the product of wealth generated from manufacturing and trade. It gives the centre a solid, slightly staid dignity that is actually rather misleading. More svelte are the sublime designs of Charles Rennie Mackintosh, which dot the city; visiting a few of his buildings and interiors soon reveals his genius. The city – always proud of its working-class background – also innovatively displays its industrial heritage, while modern structures, many along the Clyde River, have quickly become local icons. Collecting was big in Victorian times, so it's no surprise that Glasgow's architectural legacy from the period is complemented by some wonderful museums and galleries. Kelvingrove combines natural history and diverse objects from around the world with a first-rate art collection, while nearby Kelvin Hall will hold, from 2020, the University of Glasgow's eclectic Hunterian museum exhibits, paintings and sumptuous Mackintosh interior. On the Clyde, the Riverside holds an excellent ensemble of historic vehicles; to the south, the Burrell Collection (due to reopen in 2020) is an extraordinary corpus of archaeological treasures, objets d'art from around the world and fine paintings. Glaswegians definitely work to live, and the city comes into its own after five – not that people don't pop down for a cheeky lunchtime pint, too. The city's pubs are gloriously friendly places and you're sure to have some entertaining blethers (chats) with locals when you pop into one. Glasgow's live music scene is also legendary; big bands play at iconic venues, but a number of lower-key pubs have regular gigs that are excellent too. Clubbing is also popular, with a couple of famous dance floors, and the LGBT-focused Pink Triangle is a notably friendly scene. Glasgow is where Scotland shops; the city packs out at weekends when highlanders, islanders, Edinburghers and more come in to cruise the malls. The downtown area has several major shopping centres and arcades fully stocked with global brands as well as more local offerings. On the fringes of this area and in the West End are the bohemian beats: record stores, vintage clothing markets and second-hand booksellers. In the East End, the weekend Barras market is quite an experience, blending modern concepts with cheap designer ripoffs, faded bric-a-brac and a dose of authentic working-class Glasgow.",https://lp-cms-production.imgix.net/2019-06/GettyImages-114206339_full.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
ljubljana,https://www.lonelyplanet.com/slovenia/ljubljana," Slovenia's capital and largest city is one of Europe's greenest and most liveable capitals; it was the European Commission's Green Capital of Europe in 2016. Car traffic is restricted in the centre, leaving the leafy banks of the emerald-green Ljubljanica River, which flows through the city's heart, free for pedestrians and cyclists. In summer, cafes set up terrace seating along the river; it almost feels like a nightly street party.",https://lp-cms-production.imgix.net/2019-06/GettyImages-494314513_high.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
san-juan,https://www.lonelyplanet.com/puerto-rico/san-juan," Established in 1521, San Juan is the second-oldest European-founded settlement in the Americas and the oldest under US jurisdiction. Shoehorned onto a tiny islet that guards the entrance to San Juan harbor, the old town was inaugurated almost a century before the Mayflower laid anchor in present-day Massachusetts, and it is now a historic wonderland that juxtaposes historical authenticity with pulsating modern energy.",https://lp-cms-production.imgix.net/2019-06/7365425d14c18e3205c9ef864889b99e-san-juan-around.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
hamburg,https://www.lonelyplanet.com/germany/hamburg," When all's said and done, Hamburg's appeal can be narrowed down to one simple calling card: Welcome to one of the coolest cities on earth. Hamburg's historic label, ‘The gateway to the world’, might be a bold claim, but Germany’s second-largest city and biggest port has never been shy. A leading light in the Hanseatic League in the Middle Ages, Hamburg became a centre of international trade, a legacy that continues today: it remains one of Germany's wealthiest cities and Hamburg’s maritime spirit still infuses the entire city. It's the sort of city where echoes of the city's port and history are everywhere, from the incessant cry of gulls overhead to the vibrant neighbourhoods awash with multicultural eateries, seaward-facing architecture and the gloriously seedy Reeperbahn red-light district. There was one consolation for locals when the city's authorities decided to blow the municipal budget: at least it was done for a new concert hall, the Elbphilharmonie. Hamburg's musical pedigree is staggering: Gustav Mahler once directed the city's 330-year-old state opera, while both Johannes Brahms and Felix Mendelssohn were born here. But it's not just about classical music. Hamburg also has very modern and rather raucous melodic soundtrack, not mention a compelling story. The city nurtured the early promise of the Beatles, and music festivals litter the calendar, while the dynamic live music scene just keeps getting better. The Elbphilharmonie is an extraordinary structure, dominating the skyline and capturing in glass and brick the essence of Hamburg's polyglot soul. This striking icon of the city has elevated architecture to the centre of public debate and awareness, and it's just the most famous of a rather exciting collection. Office towers that appear as if they are dancing and buildings that from afar look like ocean liners share the streets with half-timbered relics of the medieval city. And only in Hamburg would they think of preserving a former WWII bunker and turning it into a nightclub. The good people of Hamburg really know how to live. For a start, they've mastered the ingredients of culinary diversity: elevate your local specialties to the level of an obsession and treasure them, even as you remain open to all manner of gastronomic trends. The result is culinary excellence on multiple fronts. So, too, for nightlife: Hamburg is full to bursting with classy cocktail bars, dance-all-night clubs and neighbourhood bars and pubs that both reflect each neighbourhood's identity and define it. So successful are they that it's almost impossible to come to Hamburg and not have a really good time.",https://lp-cms-production.imgix.net/2019-06/GettyImages-519092007_medium.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
belfast,https://www.lonelyplanet.com/ireland/northern-ireland/belfast," A former industrial powerhouse with a troubled past, Belfast has pulled off a remarkable transformation into a hip party town. These days the Titanic is so closely connected to Belfast's identity that there is a whole neighbourhood named after the ill-fated liner: the shipyards where Titanic was constructed are now part of the Titanic Quarter. At its centre is the stunning, star-shaped edifice of Titanic Belfast, a state-of-the-art multimedia museum that has become the city's number-one tourist draw. Around it are several other sites with links to the Titanic, and the former drawing offices of the Harland & Wolff shipping company are now part of the Titanic Hotel. No visitor to Belfast leaves without learning something about that ship. Belfast's nightlife is often loud, sometimes intoxicating and always fun. From traditional pubs to sleek cocktail bars to crowded clubs, the scene is generally friendly and accessible. At weekends, locals and out-of-towners converge in the Cathedral Quarter, where the party spills out into the streets. Many bars have live music, ranging from informal traditional sessions to jazz, blues and folk music, ukulele jams, and crowd-pleasing cover bands. No matter what day you visit, there will be live music somewhere and a pub open and ready to serve you a drink. There are so many excellent restaurants in Belfast that the biggest problem might be choosing between them: there just aren't enough mealtimes to sample them all. Fresh produce from nearby farms and seafood from local ports is transformed into sublime dishes in restaurant kitchens. From high-end seasonal tasting menus to innovative fusion cooking, creativity is rife. Not to be outdone, craft brewers and gin distillers in and around the city contribute to an ever expanding menu of local beverages. As well as innovative new cooking, Belfast's restaurants still do the traditional stuff pretty well too. Bring an appetite! Belfast's rich cultural heritage is reflected in its vibrant theatres, world-class musicians and thriving visual arts scene. In the Cathedral Quarter, international and local street artists have brightened the neighbourhood with their thought-provoking work, while the quarter's Black Box and MAC arts centres foster local talent. The annual Belfast Film Festival showcases the work of local and international film makers and the Belfast International Arts Festival is one of the largest arts festivals in the UK and Ireland. In May, the Cathedral Quarter Arts Festival brings music, drama, poetry, street theatre and art to the neighbourhood.",https://lp-cms-production.imgix.net/2019-06/dcedfba10a58d98a039661b1496b14de-queen-s-university.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
santiago,https://www.lonelyplanet.com/chile/santiago," Surprising, cosmopolitan, energetic, sophisticated and worldly, Santiago is a city of syncopated cultural currents, madhouse parties, expansive museums and top-flight restaurants. No wonder 40% of Chileans call the leafy capital city home.",https://lp-cms-production.imgix.net/2019-06/61773123.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
ulaanbaatar,https://www.lonelyplanet.com/mongolia/ulaanbaatar," If Mongolia’s yin is its pristine countryside, then Ulaanbaatar (UB; Улаанбаатар) harmonises as its vibrant yang. It's a sprawling, industrialised city of pulsating commerce, wild traffic, sinful nightlife and bohemian counterculture. The contrasts within the city are intriguing: Armani-suited businessmen rub shoulders with mohawked punks and del-clad nomads fresh off the steppes; one minute you’re dodging the path of a Hummer H2 and the next you’re entranced by chanting Buddhist monks at Gandan Khiid. It's the coldest capital in the world, but come summer the city bursts into life after slumbering through a long winter.",https://lp-cms-production.imgix.net/2019-06/2a21055b20ab6497e7fcbe1be2187310-ulaanbaatar.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
sao-paulo,https://www.lonelyplanet.com/brazil/sao-paulo," São Paulo is home to 20 million fiercely proud paulistanos (as residents are known), all of whom will happily tell you at length to you how they'd never live elsewhere. Spend time with them and the reasons will soon unfold. Maybe they will introduce you to the city’s innumerable art-house cinemas and experimental theaters. If they’re gourmands, they’ll focus on the smart bistros and gourmet restaurants that make the city a world-renowned foodie haven. If they’re scenesters, follow them on a raucous tour of underground bars and the 24/7 clubbing scene. Whatever pleasures you might covet, Sampa (the city's affectionate nickname) probably has them in spades.",https://lp-cms-production.imgix.net/2019-06/72768175.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
kyiv,https://www.lonelyplanet.com/ukraine/kyiv," In the beginning there was Kyiv. Long before Ukraine and Russia existed, the city's inhabitants were already striding up and down the green hills, idling hot afternoons away on the Dnipro River and promenading along Khreshchatyk – then a stream, now the main avenue. From here, East Slavic civilisation spread all the way to Alaska.",https://lp-cms-production.imgix.net/2019-06/3dac8636463130946be3ba9d87512d7f-st-sophia-s-cathedral.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
vilnius,https://www.lonelyplanet.com/lithuania/vilnius," There is a dreamy quality to Vilnius (vil-nyus), especially in the golden glow of a midsummer evening. Lithuania's capital has an Old Town of rare authenticity: marvellously intact, its pebbly streets are lined with weather-worn period buildings that hide cafes, boutiques and dainty guesthouses.",https://lp-cms-production.imgix.net/2019-06/55004414.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
vientiane,https://www.lonelyplanet.com/laos/vientiane," From its sleepy tuk-tuk drivers to its location on the right bank of the lumbering, lazy Mekong, this former French trading post is languid to say the least. Indeed, despite being the capital and largest city of the Lao People's Democratic Republic, there's not a whole lot to do in Vientiane (ວຽງຈັນ). But that is also, quite honestly, its selling point.",https://lp-cms-production.imgix.net/2019-06/78362571.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
nairobi,https://www.lonelyplanet.com/kenya/nairobi," East Africa's most cosmopolitan city, Nairobi is Kenya's beating heart, an exciting, maddening concrete jungle that jarringly counterpoints the untrammelled natural beauty to be found elsewhere in the country.",https://lp-cms-production.imgix.net/2019-06/62713315.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
georgetown,https://www.lonelyplanet.com/malaysia/peninsular-malaysia-west-coast/georgetown," Combine three distinct and ancient cultures with indigenous and colonial architecture, shake for a few centuries, and garnish with some of the best food in Southeast Asia, and you've got the irresistible urban cocktail that is George Town.",https://lp-cms-production.imgix.net/2019-06/9267e445c29cc40a887771ada8b1a9e9455c067e9a08a0705b83fd3838b0a39e.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
hanoi,https://www.lonelyplanet.com/vietnam/hanoi," Vietnam's capital races to make up for time lost to the ravages of war and a government that as recently as the 1990s kept the outside world at bay. Its streets surge with scooters vying for right of way amid the din of constantly blaring horns, and all around layers of history reveal periods of French and Chinese occupation – offering a glimpse into the resilience of ambitious, proud Hanoians.",https://lp-cms-production.imgix.net/2019-06/90648603.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
cuzco,https://www.lonelyplanet.com/peru/cuzco," Welcome to the navel of the world. The undisputed archaeological capital of the Americas, Cuzco is the continent’s oldest continuously inhabited city and the gateway to Machu Picchu. Cosmopolitan Cuzco (also Cusco, or Qosq’o in Quechua) thrives with a measure of contradiction. Ornate cathedrals squat over Inca temples, massage hawkers ply the narrow cobblestone passages, a rural Andean woman feeds bottled water to her pet llama while the finest boutiques sell pricey alpaca knits.",https://lp-cms-production.imgix.net/2019-06/861384.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
tallinn,https://www.lonelyplanet.com/estonia/tallinn," No longer the plaything of greater powers – Danish, Swedish, Polish, German and Soviet – Tallinn is now a proud European capital with an allure all of its own. It's lively yet peaceful, absurdly photogenic and bursting with wonderful sights – ancient churches, medieval streetscapes and noble merchants' houses. Throw in delightful food and vibrant modern culture and it's no wonder Tallinn seems in danger of being loved to death, especially after a few cruise ships dock. But it's one of those blessed places that seems to cope with all the attention.",https://lp-cms-production.imgix.net/2019-06/107049001%20.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
siem-reap,https://www.lonelyplanet.com/cambodia/siem-reap," The life-support system and gateway for the temples of Angkor, Siem Reap (see-em ree-ep; សៀមរាប) was always destined for great things. Visitors come here to see the temples, of course, but there is plenty to do in and around the city when you're templed out. Siem Reap has reinvented itself as the epicentre of chic Cambodia, with everything from backpacker party pads to hip hotels, world-class wining and dining across a range of cuisines, sumptuous spas, great shopping, local tours to suit both foodies and adventurers, and a creative cultural scene that includes Cambodia's leading contemporary circus.",https://lp-cms-production.imgix.net/2019-06/ece4a0143363eb7f739b25032638804f-siem-reap.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
macau,https://www.lonelyplanet.com/china/macau," Known as the 'Vegas of China', Macau is indeed an epicentre of gambling and glitz. While luxury entertainment here is world-class, the city has much more to offer than that. Macau was a Portuguese colony for 300 years, a heritage marked by a wonderful cultural hybridity that manifests itself in all aspects of life: Chinese temples stand on maritime-themed Portuguese tiles; the sound of Cantonese permeates streets with Portuguese names; and when you're hungry, it could be Chinese dim sum, pastéis de nata (Portuguese egg tarts) or Macanese minchi (ground meat stir-fried with potatoes) that come to the rescue.",https://lp-cms-production.imgix.net/2019-06/4d823d0992d0a2f4e21a5d734b337d86-macau.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
zagreb,https://www.lonelyplanet.com/croatia/zagreb," Zagreb is made for strolling. Wander through the Upper Town's red-roof and cobblestone glory, peppered with church spires. Crane your neck to see the domes and ornate upper-floor frippery of the Lower Town's mash-up of secessionist, neo-baroque and art deco buildings. Search out the grittier pockets of town where ugly-bland concrete walls have been transformed into colourful murals by local street artists. This city rewards those on foot.",https://lp-cms-production.imgix.net/2019-06/96034085.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
denver,https://www.lonelyplanet.com/usa/rocky-mountains/denver," Denver is rising. It's one of the fastest growing cities in the US. It's got beautiful weather and beautiful people. It's got good restaurants, even better bars, and a pretty lively arts and music scene.",https://lp-cms-production.imgix.net/2019-06/d7cd44b7bbc46a8b94faeece1c6ecbda-denver.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
santo-domingo,https://www.lonelyplanet.com/dominican-republic/santo-domingo," Santo Domingo, or ‘La Capital’ as it’s typically called, is a collage of cultures and neighborhoods. It’s where the sounds of life – domino pieces slapped on tables, backfiring mufflers and horns from chaotic traffic, merengue blasting from corner stores – are most intense. At the heart of the city is the Zona Colonial, where you’ll find one of the oldest churches and the oldest surviving European fortress, among other New World firsts. Amid the cobblestone streets it would be easy to forget Santo Domingo is in the Caribbean. But this is an intensely urban city, home not only to colonial-era architecture, but also to hot clubs, vibrant cultural institutions and elegant restaurants. Santo Domingo somehow manages to embody the contradictions central to the Dominican experience: a living museum, a metropolis crossed with a seaside resort, and a business, political and media center with a laid-back, affable spirit.",https://lp-cms-production.imgix.net/2019-06/GettyImages-471968445_high.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
